"","season","id","name","position","team","conference","countablePlays","averagePPA.all","averagePPA.pass","averagePPA.rush"
"514",2018,3127332,"Marcus McMaryion","QB","Fresno State","Mountain West",492,0.436,0.391,0.759
"515",2018,4040616,"Dwayne Haskins","QB","Ohio State","Big Ten",606,0.44,0.481,0.047
"516",2018,4044431,"K.J. Costello","QB","Stanford","Pac-12",450,0.451,0.458,0.303
"517",2018,4036429,"Zac Thomas","QB","Appalachian State","Sun Belt",343,0.461,0.41,0.639
"518",2018,4036378,"Jordan Love","QB","Utah State","Mountain West",458,0.467,0.487,0.244
"519",2018,4036923,"Kelvin Hopkins Jr.","QB","Army","FBS Independents",296,0.471,0.793,0.328
"520",2018,4042113,"McKenzie Milton","QB","UCF","American Athletic",366,0.509,0.535,0.405
"521",2018,4240689,"Jake Fromm","QB","Georgia","SEC",343,0.524,0.579,-0.064
"522",2018,4039300,"D'Eriq King","QB","Houston","American Athletic",452,0.561,0.521,0.708
"523",2018,4241479,"Tua Tagovailoa","QB","Alabama","SEC",358,0.572,0.592,0.414
"524",2018,3917315,"Kyler Murray","QB","Oklahoma","Big 12",509,0.732,0.722,0.761
"525",2019,4572366,"Andrew Brito","QB","UMass","FBS Independents",203,-0.11,-0.087,-0.374
"526",2019,4035633,"Aidan Smith","QB","Northwestern","Big Ten",239,-0.041,-0.07,0.042
"527",2019,4360204,"Johnny Langan","QB","Rutgers","Big Ten",288,-0.009,-0.138,0.197
"528",2019,4250764,"Stone Smartt","QB","Old Dominion","Conference USA",279,0.012,-0.114,0.376
"529",2019,4037603,"Josh Jackson","QB","Maryland","Big Ten",258,0.022,0.013,0.097
"530",2019,4249400,"Cephus Johnson","QB","South Alabama","Sun Belt",230,0.044,-0.067,0.382
"531",2019,4038741,"Kato Nelson","QB","Akron","Mid-American",385,0.051,0.028,0.165
"532",2019,4046743,"Grant Loy","QB","Bowling Green","Mid-American",303,0.062,-0.006,0.215
"533",2019,4027860,"Gresch Jensen","QB","Texas State","Sun Belt",202,0.085,0.054,0.964
"534",2019,4428977,"Jack Zergiotis","QB","Connecticut","American Athletic",299,0.087,0.079,0.206
"535",2019,4426657,"Ryan Hilinski","QB","South Carolina","SEC",436,0.087,0.091,-0.019
"536",2019,4241635,"Josh Adkins","QB","New Mexico State","FBS Independents",538,0.089,0.078,0.156
"537",2019,3915468,"Riley Neal","QB","Vanderbilt","SEC",310,0.11,0.078,0.377
"538",2019,3917793,"Quentin Harris","QB","Duke","ACC",512,0.116,0.098,0.17
"539",2019,4427243,"Brett Gabbert","QB","Miami (OH)","Mid-American",402,0.119,0.133,0.048
"540",2019,4362667,"Tyler Vitt","QB","Texas State","Sun Belt",287,0.125,0.106,0.238
"541",2019,4361032,"Bryce Carpenter","QB","Coastal Carolina","Sun Belt",244,0.128,0.176,0.051
"542",2019,4360890,"Jordan McCloud","QB","South Florida","American Athletic",327,0.133,0.046,0.436
"543",2019,4361653,"Devin Leary","QB","NC State","ACC",246,0.136,0.094,0.425
"544",2019,3912536,"Tom Stewart","QB","Rice","Conference USA",203,0.142,0.141,0.149
"545",2019,4361566,"Kenyon Oblad","QB","UNLV","Mountain West",351,0.15,0.154,0.11
"546",2019,4240391,"Tommy DeVito","QB","Syracuse","ACC",446,0.152,0.121,0.328
"547",2019,4361435,"Carson Strong","QB","Nevada","Mountain West",413,0.158,0.158,0.154
"548",2019,4039390,"Tevaka Tuioti","QB","New Mexico","Mountain West",243,0.16,0.073,0.615
"549",2019,4240703,"Kenny Pickett","QB","Pittsburgh","ACC",557,0.171,0.158,0.264
"550",2019,4044122,"Anthony Russo","QB","Temple","American Athletic",450,0.173,0.181,-0.01
"551",2019,4261909,"Isaiah Green","QB","Marshall","Conference USA",447,0.178,0.16,0.25
"552",2019,4037642,"Austin Kendall","QB","West Virginia","Big 12",348,0.183,0.186,0.158
"553",2019,4242203,"Lowell Narcisse","QB","UT San Antonio","Conference USA",316,0.184,0.065,0.454
"554",2019,4427105,"Max Duggan","QB","TCU","Big 12",466,0.187,0.092,0.518
"555",2019,4362507,"Jarren Williams","QB","Miami","ACC",340,0.188,0.223,-0.106
"556",2019,4361493,"Jack Plummer","QB","Purdue","Big Ten",303,0.204,0.211,0.158
"557",2019,4036378,"Jordan Love","QB","Utah State","Mountain West",552,0.206,0.201,0.246
"558",2019,3675812,"Bryce Perkins","QB","Virginia","ACC",723,0.209,0.201,0.232
"559",2019,4361182,"Adrian Martinez","QB","Nebraska","Big Ten",392,0.219,0.154,0.363
"560",2019,3929824,"Brian Lewerke","QB","Michigan State","Big Ten",543,0.22,0.194,0.347
"561",2019,3886565,"Quinten Dormady","QB","Central Michigan","Mid-American",301,0.225,0.249,-0.093
"562",2019,4035409,"Zach Smith","QB","Tulsa","American Athletic",500,0.226,0.247,-0.033
"563",2019,4043136,"Jett Duffey","QB","Texas Tech","Big 12",437,0.228,0.238,0.158
"564",2019,3728240,"Kelly Bryant","QB","Missouri","SEC",390,0.229,0.242,0.18
"565",2019,3858269,"Ross Bowers","QB","Northern Illinois","Mid-American",320,0.23,0.243,0.022
"566",2019,4361259,"Zach Wilson","QB","BYU","FBS Independents",381,0.237,0.224,0.325
"567",2019,4240020,"James Blackman","QB","Florida State","ACC",358,0.24,0.246,0.2
"568",2019,4036262,"Brandon Peters","QB","Illinois","Big Ten",343,0.246,0.191,0.564
"569",2019,4360175,"Clayton Tune","QB","Houston","American Athletic",241,0.247,0.22,0.356
"570",2019,4367178,"Dorian Thompson-Robinson","QB","UCLA","Pac-12",475,0.251,0.221,0.388
"571",2019,4239793,"Tyler Johnston III","QB","UAB","Conference USA",324,0.253,0.296,0.094
"572",2019,4036923,"Kelvin Hopkins Jr.","QB","Army","FBS Independents",216,0.254,0.036,0.384
"573",2019,4242995,"Jorge Reyna","QB","Fresno State","Mountain West",456,0.258,0.252,0.289
"574",2019,4426494,"John Rhys Plumlee","QB","Ole Miss","SEC",301,0.262,0.186,0.342
"575",2019,4036149,"Nathan Stanley","QB","Iowa","Big Ten",473,0.263,0.232,0.5
"576",2019,4035292,"Shea Patterson","QB","Michigan","Big Ten",466,0.264,0.273,0.206
"577",2019,3921648,"Ryan Agnew","QB","San Diego State","Mountain West",440,0.266,0.256,0.335
"578",2019,3915436,"Steven Montez","QB","Colorado","Pac-12",468,0.268,0.238,0.543
"579",2019,4239086,"Desmond Ridder","QB","Cincinnati","American Athletic",463,0.268,0.19,0.499
"580",2019,4039602,"Khalil Tate","QB","Arizona","Pac-12",350,0.271,0.222,0.466
"581",2019,3917957,"Carter Stanley","QB","Kansas","Big 12",435,0.272,0.322,-0.109
"582",2019,4037213,"Jamie Newman","QB","Wake Forest","ACC",539,0.273,0.332,0.132
"583",2019,3791110,"Tommy Stevens","QB","Mississippi State","SEC",242,0.279,0.213,0.453
"584",2019,3914395,"James Morgan","QB","Florida International","Conference USA",383,0.287,0.274,0.504
"585",2019,4567218,"Bo Nix","QB","Auburn","SEC",471,0.288,0.276,0.348
"586",2019,4362029,"Kai Locksley","QB","UTEP","Conference USA",305,0.288,0.242,0.378
"587",2019,4241399,"Chris Robison","QB","Florida Atlantic","Conference USA",549,0.289,0.337,-0.089
"588",2019,4361825,"Spencer Sanders","QB","Oklahoma State","Big 12",382,0.291,0.326,0.213
"589",2019,4039073,"Mason Fine","QB","North Texas","Conference USA",468,0.291,0.32,-0.117
"590",2019,4361902,"Dan Ellington","QB","Georgia State","Sun Belt",455,0.292,0.282,0.318
"591",2019,4240904,"Kellen Mond","QB","Texas A&M","SEC",537,0.292,0.241,0.534
"592",2019,4055171,"Anthony Gordon","QB","Washington State","Pac-12",724,0.292,0.31,-0.086
"593",2019,4426348,"Jayden Daniels","QB","Arizona State","Pac-12",468,0.301,0.294,0.326
"594",2019,4240689,"Jake Fromm","QB","Georgia","SEC",419,0.304,0.316,0.096
"595",2019,4035003,"Jacob Eason","QB","Washington","Pac-12",449,0.305,0.293,0.506
"596",2019,4039910,"Kaleb Barker","QB","Troy","Sun Belt",542,0.309,0.322,0.197
"597",2019,4361033,"Fred Payton","QB","Coastal Carolina","Sun Belt",240,0.309,0.341,0.165
"598",2019,4360131,"Holton Ahlers","QB","East Carolina","American Athletic",547,0.309,0.327,0.22
"599",2019,3886621,"Ty Storey","QB","Western Kentucky","Conference USA",465,0.311,0.306,0.328
"600",2019,4242546,"Davis Mills","QB","Stanford","Pac-12",271,0.312,0.318,0.228
"601",2019,4035167,"Jarrett Guarantano","QB","Tennessee","SEC",304,0.312,0.321,0.248
"602",2019,3843247,"Justin McMillan","QB","Tulane","American Athletic",480,0.313,0.226,0.524
"603",2019,4039210,"Drew Plitt","QB","Ball State","Mid-American",458,0.313,0.312,0.318
"604",2019,4374350,"Asher O'Hara","QB","Middle Tennessee","Conference USA",527,0.316,0.303,0.341
"605",2019,4034857,"Patrick O'Brien","QB","Colorado State","Mountain West",398,0.317,0.352,0.019
"606",2019,4241222,"Charlie Brewer","QB","Baylor","Big 12",528,0.317,0.304,0.362
"607",2019,4045290,"Peyton Ramsey","QB","Indiana","Big Ten",394,0.323,0.279,0.513
"608",2019,3916726,"Jon Wassink","QB","Western Michigan","Mid-American",475,0.323,0.298,0.523
"609",2019,4239939,"Dennis Grosel","QB","Boston College","ACC",210,0.325,0.274,0.503
"610",2019,4036585,"Caleb Evans","QB","Louisiana Monroe","Sun Belt",528,0.328,0.255,0.553
"611",2019,4362874,"Matt Corral","QB","Ole Miss","SEC",233,0.334,0.362,0.214
"612",2019,4426499,"Hank Bachmeier","QB","Boise State","Mountain West",258,0.338,0.345,0.274
"613",2019,4426966,"Garrett Shrader","QB","Mississippi State","SEC",261,0.339,0.217,0.545
"614",2019,4259592,"Sean Clifford","QB","Penn State","Big Ten",433,0.339,0.347,0.309
"615",2019,3124900,"Jake Luton","QB","Oregon State","Pac-12",404,0.343,0.331,0.563
"616",2019,4038220,"Cole McDonald","QB","Hawai'i","Mountain West",611,0.345,0.332,0.422
"617",2019,4242408,"Chase Garbers","QB","California","Pac-12",302,0.347,0.344,0.356
"618",2019,3921685,"Josh Love","QB","San José State","Mountain West",502,0.35,0.355,0.141
"619",2019,4240858,"Hendon Hooker","QB","Virginia Tech","ACC",279,0.351,0.397,0.272
"620",2019,3914382,"J'Mar Smith","QB","Louisiana Tech","Conference USA",466,0.352,0.355,0.339
"621",2019,4361741,"Brock Purdy","QB","Iowa State","Big 12",565,0.355,0.383,0.174
"622",2019,4259269,"Chris Reynolds","QB","Charlotte","Conference USA",445,0.356,0.35,0.37
"623",2019,4039034,"Shane Buechele","QB","SMU","American Athletic",549,0.363,0.384,0.154
"624",2019,4046678,"Ian Book","QB","Notre Dame","FBS Independents",507,0.363,0.358,0.383
"625",2019,4034946,"Kyle Trask","QB","Florida","SEC",417,0.366,0.395,0.119
"626",2019,4029885,"Stephen Calvert","QB","Liberty","FBS Independents",474,0.368,0.392,-0.321
"627",2019,4244068,"Dustin Crum","QB","Kent State","Mid-American",480,0.37,0.307,0.539
"628",2019,4259127,"Mike Glass III","QB","Eastern Michigan","Mid-American",502,0.372,0.381,0.336
"629",2019,4241820,"Sam Ehlinger","QB","Texas","Big 12",613,0.375,0.365,0.413
"630",2019,4361222,"Layne Hatcher","QB","Arkansas State","Sun Belt",385,0.376,0.396,0.245
"631",2019,4036419,"Skylar John Thompson","QB","Kansas State","Big 12",403,0.377,0.365,0.418
"632",2019,4040407,"Jack Abraham","QB","Southern Mississippi","Conference USA",482,0.378,0.371,0.424
"633",2019,4036429,"Zac Thomas","QB","Appalachian State","Sun Belt",461,0.381,0.354,0.501
"634",2019,4426875,"Sam Howell","QB","North Carolina","ACC",516,0.382,0.408,0.183
"635",2019,4038941,"Justin Herbert","QB","Oregon","Pac-12",483,0.389,0.383,0.461
"636",2019,4427238,"Dillon Gabriel","QB","UCF","American Athletic",466,0.394,0.391,0.424
"637",2019,4242331,"Jack Coan","QB","Wisconsin","Big Ten",390,0.401,0.429,0.155
"638",2019,4244688,"Nathan Rourke","QB","Ohio","Mid-American",479,0.408,0.32,0.638
"639",2019,4241556,"Levi Lewis","QB","Louisiana","Sun Belt",448,0.409,0.389,0.555
"640",2019,4428512,"Kedon Slovis","QB","USC","Pac-12",434,0.427,0.458,-0.081
"641",2019,4035671,"Tyler Huntley","QB","Utah","Pac-12",399,0.448,0.524,0.141
"642",2019,4361690,"Sean Chambers","QB","Wyoming","Mountain West",210,0.454,0.242,0.785
"643",2019,4360310,"Trevor Lawrence","QB","Clemson","ACC",505,0.472,0.411,0.773
"644",2019,3893630,"Brady White","QB","Memphis","American Athletic",477,0.483,0.491,0.378
"645",2019,4240069,"Malik Cunningham","QB","Louisville","ACC",298,0.486,0.534,0.385
"646",2019,4362887,"Justin Fields","QB","Ohio State","Big Ten",485,0.512,0.515,0.501
"647",2019,4039436,"Malcolm Perry","QB","Navy","American Athletic",377,0.521,0.459,0.543
"648",2019,4240756,"Tanner Morgan","QB","Minnesota","Big Ten",376,0.562,0.592,0.255
"649",2019,4382332,"Donald Hammond III","QB","Air Force","Mountain West",231,0.57,0.665,0.476
"650",2019,4040715,"Jalen Hurts","QB","Oklahoma","Big 12",569,0.595,0.637,0.523
"651",2019,3915511,"Joe Burrow","QB","LSU","SEC",635,0.633,0.645,0.553
"652",2019,4241479,"Tua Tagovailoa","QB","Alabama","SEC",274,0.71,0.699,0.936
"653",2020,4596472,"Jalon Daniels","QB","Kansas","Big 12",223,-0.036,-0.11,0.227
"654",2020,4044431,"K.J. Costello","QB","Mississippi State","SEC",232,-0.032,-0.031,-0.048
"655",2020,4037121,"Rex Culpepper","QB","Syracuse","ACC",211,0.037,0.041,-0.018
"656",2020,4258236,"Nick Tronti","QB","Florida Atlantic","Conference USA",202,0.045,0.052,0.022
"657",2020,4431375,"Ken Seals","QB","Vanderbilt","SEC",285,0.092,0.096,0.046
"658",2020,4239994,"Chase Brice","QB","Duke","ACC",390,0.105,0.092,0.19
"659",2020,4036210,"Tyrrell Pigrome","QB","Western Kentucky","Conference USA",399,0.115,0.059,0.32
"660",2020,4036357,"Collin Hill","QB","South Carolina","SEC",257,0.12,0.093,0.428
"661",2020,4371730,"Brady McBride","QB","Texas State","Sun Belt",342,0.124,0.151,-0.046
"662",2020,4038940,"Terry Wilson","QB","Kentucky","SEC",300,0.126,0.092,0.2
"663",2020,4566196,"Will Rogers","QB","Mississippi State","SEC",374,0.131,0.105,1.074
"664",2020,4243539,"Noah Vedral","QB","Rutgers","Big Ten",281,0.131,0.088,0.323
"665",2020,3858269,"Ross Bowers","QB","Northern Illinois","Mid-American",231,0.135,0.148,-0.205
"666",2020,4365325,"Colby Suits","QB","Louisiana Monroe","Sun Belt",279,0.136,0.135,0.144
"667",2020,4241222,"Charlie Brewer","QB","Baylor","Big 12",426,0.141,0.121,0.229
"668",2020,4043980,"Luke Anthony","QB","Louisiana Tech","Conference USA",268,0.15,0.105,0.557
"669",2020,4360131,"Holton Ahlers","QB","East Carolina","American Athletic",289,0.158,0.154,0.198
"670",2020,4259269,"Chris Reynolds","QB","Charlotte","Conference USA",226,0.167,0.215,-0.096
"671",2020,4426335,"Graham Mertz","QB","Wisconsin","Big Ten",228,0.169,0.133,0.478
"672",2020,4035409,"Zach Smith","QB","Tulsa","American Athletic",296,0.174,0.193,-0.118
"673",2020,4360890,"Jordan McCloud","QB","South Florida","American Athletic",209,0.186,0.143,0.419
"674",2020,4429955,"Will Howard","QB","Kansas State","Big 12",244,0.191,0.207,0.152
"675",2020,4035856,"Max Gilliam","QB","UNLV","Mountain West",212,0.202,0.078,0.737
"676",2020,4373851,"Desmond Trotter","QB","South Alabama","Sun Belt",329,0.205,0.195,0.254
"677",2020,4427105,"Max Duggan","QB","TCU","Big 12",351,0.214,0.149,0.396
"678",2020,4259219,"Henry Colombi","QB","Texas Tech","Big 12",214,0.214,0.164,0.457
"679",2020,4568411,"Cornelious Brown","QB","Georgia State","Sun Belt",400,0.216,0.236,0.146
"680",2020,4362159,"Alan Bowman","QB","Texas Tech","Big 12",237,0.216,0.228,-0.062
"681",2020,4685039,"Michael Pratt","QB","Tulane","American Athletic",369,0.217,0.158,0.421
"682",2020,4360480,"Spencer Petras","QB","Iowa","Big Ten",276,0.218,0.184,0.59
"683",2020,4429066,"Jeff Sims","QB","Georgia Tech","ACC",373,0.22,0.132,0.467
"684",2020,4430686,"Grant Wells","QB","Marshall","Conference USA",324,0.225,0.197,0.393
"685",2020,4361825,"Spencer Sanders","QB","Oklahoma State","Big 12",341,0.235,0.312,-0.016
"686",2020,4374350,"Asher O'Hara","QB","Middle Tennessee","Conference USA",461,0.238,0.243,0.228
"687",2020,4244029,"Jarret Doege","QB","West Virginia","Big 12",408,0.239,0.221,0.578
"688",2020,4040880,"Sam Noyer","QB","Colorado","Pac-12",206,0.243,0.18,0.489
"689",2020,4360175,"Clayton Tune","QB","Houston","American Athletic",313,0.243,0.167,0.665
"690",2020,4567218,"Bo Nix","QB","Auburn","SEC",464,0.245,0.196,0.455
"691",2020,4035167,"Jarrett Guarantano","QB","Tennessee","SEC",204,0.254,0.16,0.867
"692",2020,4362723,"Gunnar Watson","QB","Troy","Sun Belt",330,0.264,0.281,0
"693",2020,4575668,"Gavin Hardison","QB","UTEP","Conference USA",223,0.264,0.332,-0.422
"694",2020,4370775,"Brennan Armstrong","QB","Virginia","ACC",393,0.274,0.227,0.398
"695",2020,4240703,"Kenny Pickett","QB","Pittsburgh","ACC",412,0.279,0.294,0.202
"696",2020,4360799,"Jordan Travis","QB","Florida State","ACC",229,0.28,0.148,0.505
"697",2020,4360423,"Michael Penix Jr.","QB","Indiana","Big Ten",234,0.285,0.26,0.795
"698",2020,4045290,"Peyton Ramsey","QB","Northwestern","Big Ten",362,0.289,0.316,0.18
"699",2020,4245186,"Frank Harris","QB","UT San Antonio","Conference USA",301,0.29,0.187,0.629
"700",2020,4685740,"Max Johnson","QB","LSU","SEC",203,0.292,0.296,0.28
"701",2020,4240025,"Bailey Hockman","QB","NC State","ACC",320,0.296,0.306,0.213
"702",2020,4373934,"Chevan Cordeiro","QB","Hawai'i","Mountain West",426,0.299,0.205,0.657
"703",2020,4036429,"Zac Thomas","QB","Appalachian State","Sun Belt",378,0.309,0.272,0.468
"704",2020,4426444,"Connor Bazelak","QB","Missouri","SEC",357,0.31,0.345,-0.026
"705",2020,4240756,"Tanner Morgan","QB","Minnesota","Big Ten",204,0.311,0.315,0.253
"706",2020,4259592,"Sean Clifford","QB","Penn State","Big Ten",348,0.314,0.33,0.255
"707",2020,4243322,"Jake Haener","QB","Fresno State","Mountain West",285,0.315,0.3,0.432
"708",2020,4240858,"Hendon Hooker","QB","Virginia Tech","ACC",269,0.316,0.336,0.285
"709",2020,4034948,"Feleipe Franks","QB","Arkansas","SEC",339,0.316,0.398,0.036
"710",2020,4241820,"Sam Ehlinger","QB","Texas","Big 12",434,0.324,0.321,0.335
"711",2020,4036473,"Logan Bonner","QB","Arkansas State","Sun Belt",294,0.332,0.355,0.021
"712",2020,4361994,"Sam Hartman","QB","Wake Forest","ACC",335,0.337,0.39,-0.04
"713",2020,4372768,"Phil Jurkovec","QB","Boston College","ACC",375,0.339,0.322,0.451
"714",2020,4039210,"Drew Plitt","QB","Ball State","Mid-American",283,0.347,0.334,0.411
"715",2020,4361435,"Carson Strong","QB","Nevada","Mountain West",382,0.348,0.371,-0.22
"716",2020,4428512,"Kedon Slovis","QB","USC","Pac-12",284,0.351,0.37,-0.115
"717",2020,4240904,"Kellen Mond","QB","Texas A&M","SEC",392,0.355,0.384,0.217
"718",2020,4244804,"Preston Hutchinson","QB","Eastern Michigan","Mid-American",284,0.357,0.353,0.369
"719",2020,4361182,"Adrian Martinez","QB","Nebraska","Big Ten",239,0.358,0.197,0.695
"720",2020,4360163,"Austin Aune","QB","North Texas","Conference USA",211,0.359,0.369,0.263
"721",2020,4035225,"Nick Starkel","QB","San José State","Mountain West",264,0.368,0.395,-0.517
"722",2020,3893630,"Brady White","QB","Memphis","American Athletic",478,0.369,0.356,0.509
"723",2020,4241556,"Levi Lewis","QB","Louisiana","Sun Belt",347,0.378,0.322,0.71
"724",2020,4039300,"D'Eriq King","QB","Miami","ACC",456,0.378,0.36,0.441
"725",2020,4361741,"Brock Purdy","QB","Iowa State","Big 12",449,0.378,0.341,0.566
"726",2020,4039034,"Shane Buechele","QB","SMU","American Athletic",423,0.379,0.352,0.645
"727",2020,4240069,"Malik Cunningham","QB","Louisville","ACC",430,0.381,0.321,0.564
"728",2020,4046678,"Ian Book","QB","Notre Dame","FBS Independents",462,0.382,0.355,0.492
"729",2020,4242546,"Davis Mills","QB","Stanford","Pac-12",218,0.384,0.402,0.219
"730",2020,4239086,"Desmond Ridder","QB","Cincinnati","American Athletic",373,0.447,0.385,0.673
"731",2020,4427238,"Dillon Gabriel","QB","UCF","American Athletic",469,0.453,0.461,0.383
"732",2020,4362887,"Justin Fields","QB","Ohio State","Big Ten",301,0.458,0.395,0.708
"733",2020,4426339,"Spencer Rattler","QB","Oklahoma","Big 12",395,0.459,0.49,0.288
"734",2020,4361222,"Layne Hatcher","QB","Arkansas State","Sun Belt",236,0.465,0.529,0.041
"735",2020,4362874,"Matt Corral","QB","Ole Miss","SEC",390,0.471,0.426,0.629
"736",2020,4360689,"Tyler Shough","QB","Oregon","Pac-12",226,0.478,0.495,0.421
"737",2020,4426875,"Sam Howell","QB","North Carolina","ACC",440,0.481,0.502,0.348
"738",2020,4242512,"Malik Willis","QB","Liberty","FBS Independents",400,0.487,0.373,0.745
"739",2020,4360310,"Trevor Lawrence","QB","Clemson","ACC",397,0.497,0.49,0.545
"740",2020,4034946,"Kyle Trask","QB","Florida","SEC",486,0.532,0.563,0.244
"741",2020,4427936,"Grayson McCall","QB","Coastal Carolina","Sun Belt",357,0.549,0.652,0.283
"742",2020,4361259,"Zach Wilson","QB","BYU","FBS Independents",334,0.626,0.622,0.644
"743",2020,4241464,"Mac Jones","QB","Alabama","SEC",436,0.683,0.687,0.597
